id,original_sentence,aspect,label_id,label
1021,나는 보통 밤 늦게 퇴근하면 거기에 가기 때문에 군중이나 줄을 다룰 필요가 없습니다.,분위기,4,없음
1022,웨이트리스는 나를 기억하고 매우 친절합니다. 그녀는 내 단골이 무엇인지 알고 있습니다. 그것은 연유와 두부에 모듬 과일을 곁들인 튀긴 미니 번입니다.,분위기,4,없음
1023,그들은 최고의 디저트와 혼합 음료 및 스낵 식품을 가지고 있습니다.,분위기,4,없음
1024,앉을 곳을 찾고 있다면 술을 마시며 친구들과 대화를 나누고 sweet-n-tart에 가서 홍콩 스타일의 우유와 타피오카 펄이 들어간 차(뜨거운)를 주문하십시오.,분위기,0,긍정
1027,"우리는 술 한 병, 완두콩 주문을 공유했으며 그녀는 초밥 접시를 먹었고 나는 사시미를 먹었습니다.",분위기,4,없음
1028,1인분이 정말 많아요!,분위기,4,없음
1029,신선하고 맛있는 다양한 사시미 접시가 만족스러웠습니다.,분위기,4,없음
103,"Ballato's에 가는 것은 집에 와서 내 부엌에서 식사를 하는 것과 같으며, 절대적인 기쁨입니다!",분위기,4,없음
1030,서비스가 진행되는 한 웨이트리스는 특히 친절하지 않았지만 일을 마쳤습니다.,분위기,4,없음
1031,"당신은 훌륭한 서비스를 위해 Mizu에 가는 것이 아니라 많은 양의 음식, 친근한 분위기, 벽에 구멍이 뚫린 듯한 느낌을 위해 갑니다.",분위기,0,긍정
1032,스시 수정이 필요할 때마다 Mizu는 양질의 생선과 훌륭한 서비스를 제공합니다.,분위기,4,없음
1033,배송도 빠릅니다.,분위기,4,없음
1034,"훌륭한 친절한 서비스, 빠른 좌석, 빠른 배송, 훌륭한 스시.",분위기,4,없음
1035,조금 비싸지 만 한 입 먹으면 가치가 있습니다.,분위기,4,없음
1037,음식은 훌륭했지만 저렴하지는 않았습니다(매우 비싸지도 않음).,분위기,4,없음
1038,서비스는 평범했고 에어컨이 없어서 편안한 식사를 할 수 없었습니다.,분위기,2,부정
1039,장식은 정말 엉뚱하고 전혀 힙하거나 일어나지 않습니다.,분위기,2,부정
1040,그래서 좋은 음식을 위해 나는 그것을 추천하고 싶지만 즐거운 밤을 위해가 아닙니다.,분위기,2,부정
1041,식당의 사람들은 꽤 불쾌하고 시끄럽습니다.,분위기,2,부정
1044,내가 마지막으로 거기에 있었을 때 그들이 나를 과대 평가 한 후에도.,분위기,4,없음
1045,매운 가리비 롤이 있는지 확인하십시오. . .,분위기,4,없음
1046,이 맛있어요!,분위기,4,없음
1047,Mizu는 Grammercy에서 찾을 수 있는 Japenese입니다.,분위기,4,없음
1049,Mizu는 다른 곳에서는 볼 수 없는 창의적이고 독특한 롤의 본고장입니다.,분위기,4,없음
1050,요리가 최고일 뿐만 아니라 서비스는 항상 세심하고 매력적이었습니다.,분위기,4,없음
1051,경고: 미즈를 방문한 후에는 다른 일식 레스토랑에서 식사하기가 어려울 수 있습니다!,분위기,4,없음
1052,좋은 베이글과 좋은 크림 치즈.,분위기,4,없음
1053,그 우스꽝스러운 채찍질은 하나도 없습니다.,분위기,4,없음
1054,그런데 토스터기가 없어서 이상합니다.,분위기,4,없음
1055,훌륭한 베이글은 구식 방법을 만들었습니다.,분위기,4,없음
1056,식욕을 돋우는 것은 훌륭합니다. 합리적인 가격에 Zabars Barney Greengrass만큼 좋습니다(파운드 단위로 구입하는 경우).,분위기,4,없음
1057,단점: 서비스가 느리고 건배하지 않습니다!,분위기,4,없음
1058,절대 만족하지 않습니다.,분위기,4,없음
1059,특히 오븐에서 바로 꺼낸 맛있는 베이글.,분위기,4,없음
1060,스프레드와 토핑은 훌륭하지만 약간 비쌉니다.,분위기,4,없음
1061,서비스는 빠르고 친절합니다.,분위기,4,없음
1062,유일한 단점 - 베이글을 토스트하지 않으며 베이글을 위한 계란을 만들지 않습니다.,분위기,4,없음
1063,그러나 그것은 매우 용서할 수 있습니다.,분위기,4,없음
1064,매우 가깝고 매우 빠르고 충분합니다.,분위기,0,긍정
1065,화려하지는 않지만 꽤 합리적인 가격에 정말 좋은 음식.,분위기,4,없음
1066,기타 에피타이저 및 음식,분위기,4,없음
1067,Ess-a와 비교하여 Tal은 덜 도톰한 베이글을 제공합니다!,분위기,4,없음
1068,그들은 너무 많지도 적지도 않은 좋은 (다이어트를하는 사람들을 위해) 그것을 퍼냅니다.,분위기,4,없음
1069,크림 치즈는 이 세상에 없고 나는 그 커피를 좋아합니다!!,분위기,4,없음
1070,조금 혼잡하지만 그들은 그 줄을 정말 빨리 움직입니다!,분위기,2,부정
1071,조금 비싸지 만 일요일 아침에 정말 좋습니다!,분위기,4,없음
1074,나는 Dosa를 먹고 자랐고 아직 NY에서 내 미뢰를 만족시킬 곳을 찾지 못했습니다.,분위기,4,없음
1077,NYC에서는 저렴하지만 dosa에서는 그렇지 않습니다.,분위기,4,없음
1078,충전재는 틀에 박힌 것일 수 있지만 도사 반죽은 확실히 정통하고 그 조합은 매우 맛있습니다.,분위기,4,없음
1080,매우 매운 차이 티도 훌륭했습니다.,분위기,4,없음
1081,유일한 불만은 식사당 평균 $12-$15의 비용으로 좌석을 찾는 것에 대해 걱정할 필요가 없다는 것입니다!,분위기,4,없음
1082,그래서 메뉴는 머리 위에 분필로 쓰여져 있으며 모두 맛있게 들립니다.,분위기,0,긍정
1085,저를 믿으십시오. 그것은 위대할 것이며 모든 것이 순식간에 먹어치울 것입니다.,분위기,4,없음
1086,냉장고를 비축하기 위해 처트니 패키지를 얻을 수도 있습니다!,분위기,4,없음
1087,이 장소를 좋아하는 사람은 기름기 있고 건조하고 맛이 없는 다른 행성에서 왔을 것입니다.,분위기,4,없음
1088,dosas는 불충분하고 매력적이지 않으며 기름기가 떨어집니다. 개인적으로 나는 이것을 다른 것을 먹기 전에 팝콘 토핑을 마십니다.,분위기,4,없음
1089,샌드위치는 건조하고 맛이 없으며 가격이 너무 비쌉니다.,분위기,4,없음
109,나는 그것만큼 맛있는 양갈비를 먹지 못했습니다. 샐러드는 레몬과 엑스트라 버진 올리브 오일을 곁들인 것이 정말 좋습니다.,분위기,4,없음
1092,매달 친구들과 나는 모여서 여자아이들의 밤을 보냅니다.,분위기,4,없음
1093,우리는 도시 전체에 새로운 식당을 자주 가려고 노력하지만 Roth's가 아닌 다른 식당을 방문할 때마다 항상 실망합니다.,분위기,4,없음
1094,음식은 훌륭합니다!!!!,분위기,4,없음
1095,환상적인 라이브 재즈와 함께이 레스토랑의 음식 품질은 이곳을 완벽한 10으로 만듭니다!,분위기,0,긍정
1096,이것은 분위기 때문에 확실히 훌륭한 데이트 장소이며 주말에는 야경이 살아 있습니다.,분위기,0,긍정
1097,합리적인 가격에 고급 요리를 드시고 싶으신 분들께 추천하는 곳입니다.,분위기,4,없음
1098,나는 Roth 's에 두 번 갔고 두 번 모두 매우 실망했습니다.,분위기,4,없음
1099,"저녁에 한 번, 브런치에 한 번.",분위기,4,없음
110,와인에 대해 잘 모른다고 의심하는 사람이 있다면 와인 목록을 확인하십시오.,분위기,4,없음
1100,두 번 모두 나는 경계선 무례한 서비스에 매우 실망했습니다.,분위기,4,없음
1101,그들은 다른 와인을 제공하기 전에 내가 내 잔을 끝내도록 내버려 두지도 않았습니다.,분위기,4,없음
1102,대부분의 경우 그들이 당신에게 관심이 없는 것처럼 보입니다.,분위기,4,없음
1103,저녁 식사는 괜찮 았고 다시는 가질 것이 없었습니다.,분위기,4,없음
1104,"나는 브런치로 에그 베네딕트를 먹었는데, 그것은 내 인생에서 최악이었습니다. 나는 hollondaise 소스를 완전히 제거하려고 시도 했으므로 실패했습니다.",분위기,4,없음
1105,나는 몇 년 동안이 동네 명소에 왔습니다.,분위기,4,없음
1108,Roth's에 촛불을 들고 있는 것처럼 보이는 유일한 다른 스테이크하우스는 스트립 하우스입니다.,분위기,4,없음
1109,마늘 으깬 감자는 도시에서 최고입니다!,분위기,4,없음
1110,그리고 음료 매니저인 Kruno는 제가 아직 만나지 못한 최고의 바텐더입니다.,분위기,4,없음
1111,그의 음료는 매우 독창적이고 맛있고 고급스럽습니다.,분위기,4,없음
1112,대단한 발견!!!,분위기,4,없음
1113,나는 도시 전역의 많은 레스토랑을 가보았고 Roth's Steakhouse는 내가 가장 좋아하는 레스토랑 중 하나가 되었습니다.,분위기,4,없음
1114,들어가는 순간부터 나가는 순간까지 친절하고 도움이되는 직원은 환상적이었습니다.,분위기,4,없음
1115,가장 부드러운 필레 미뇽을 맛보십시오.,분위기,4,없음
1116,호박과 으깬 감자는 마늘과 버터의 조화로 입안에서 사르르 녹습니다.,분위기,4,없음
1117,"이러한 즐거운 저녁 식사 경험을 마무리하려면 디저트, 특히 젤라토와 핫 초콜릿을 곁들인 화이트 초콜릿 브레드 푸딩을 먹어야 합니다.",분위기,4,없음
1118,Mike가 제공하는 Roth의 시도에 가면 그는 GREAT입니다!,분위기,4,없음
1119,팟타이와 _얌스프만 있는 메뉴가 기대되는 메뉴는 아니었지만 그래서 더 특별했던 것 같아요.,분위기,4,없음
1120,"나는 타마린드 덕을 주문했고 아내는 갈은 소고기 국수를 주문했는데, 우리 둘 다 예상치 못한 방식으로 태국의 풍미를 불러일으키는 요리에 기뻐했습니다.",분위기,4,없음
1123,또한 바쁜 토요일 밤에 우리 앙트레가 부엌에서 개최되었을 때 주인은 우리를 붙잡기 위해 무료 여름 롤을 보냈습니다!,분위기,4,없음
1124,우리 웨이트리스는 위압적이지 않고 달콤하고 수용 적이었습니다.,분위기,4,없음
1125,음악은 때때로 약간 시끄럽지만 아름다운 아내에게 더 가까이 기대고 싶게 만들었습니다. 그렇게 하면 코리앤더 냄새가 납니다.,분위기,3,대립
1126,하지만 나는 그곳에서 살고 싶지 않다.,분위기,4,없음
1127,나는 이 준태국 레스토랑의 음식을 좋아했습니다.,분위기,4,없음
1128,신선하고 좋았지 만 정통 태국인에 대해 높은 점수를 줄 수는 없습니다.,분위기,4,없음
1129,음식은 매우 좋았지 만 태국은 아닙니다.,분위기,4,없음
1130,아시아 억양이 가미된 멋진 가벼운 식사를 원하신다면 Long Tan이 슬로프에 있는 좋은 장소입니다.,분위기,4,없음
1131,"와! 내가 어떻게 이것을 놓쳤는지, 지난 주에 처음으로 Long Tan을 시도했고 이제 NY TIMES와 이웃의 많은 사람들이 이미 알고 있는 것을 알고 있습니다.",분위기,4,없음
1133,여기에서 저녁을 먹고 내 말에 동의하지 않는지 확인하십시오.,분위기,4,없음
1138,내가 적당히 즐겼던 유일한 것은 에다마메 퓌레를 곁들인 구운 치킨 스페셜이었습니다.,분위기,4,없음
1139,나는 전에 완두콩을 퓌레로 만든 적이 없었지만 그것이 혁신적이고 맛있다고 생각했습니다(소금을 조금 더 사용할 수 있었을 것입니다).,분위기,4,없음
1140,아무튼 동네에 맛있는거 먹으러 가신다면 찾느라 시간낭비 하지 않고 길 건너 타마리로 가겠습니다.,분위기,4,없음
1144,나는 Jimmy's Bronx Cafe에서 지난달보다 더 환영받지 못한다고 느낀 적이 없습니다.,분위기,4,없음
1145,나는 방문한 모든 시설에 대한 정확한 설명을 제공하기 위해 최선을 다합니다.,분위기,4,없음
1146,이번에는 자세히 설명하지 않는 것이 좋습니다.,분위기,4,없음
1147,나는 다시 Jimmy's Bronx나 Jimmy's Uptown에서 식사를 하게 될지 심각하게 의심스럽습니다.,분위기,4,없음
1148,나는 Jimmy의 레스토랑을 친구에게 추천하지 않을 뿐만 아니라 어디든 갈 것을 강력히 제안합니다.,분위기,4,없음
1149,Jimmys에 가면 진정한 Domincan 경험을 할 수 있을 거라 생각했습니다.,분위기,4,없음
115,훌륭한 !!,분위기,4,없음
1150,Jimmy는 도미니카 사람입니다!,분위기,4,없음
1151,"글쎄, 이 곳은 너무 빈민굴이어서 웃기지도 않다.",분위기,2,부정
1152,당신이 당신의 음악을 좋아하고 시스템이 그렇게 훌륭하지 않다면 최소 100달러를 지불하고 싶다면 여기를 좋아할 것입니다.,분위기,2,부정
1153,다시는 거기에 가지 않을 것입니다.,분위기,4,없음
1154,너무 나쁜 라틴 쿼터가 문을 닫았습니다.,분위기,4,없음
1155,"그 곳은 굉장했다,,, 샐리!",분위기,4,없음
1156,Jimmy's는 브롱크스에서 가장 핫한 밤거리입니다.,분위기,0,긍정
1157,주요 deegan에서 바로 당신은 도시 전역에서 숙녀를 얻습니다.,분위기,0,긍정
1158,레스토랑에서 좋은 음식 (약간 비싸지 만 데이트에 깊은 인상을 남기고 싶다면 좋습니다).,분위기,4,없음
1159,저녁 식사 후에는 NY에서 볼 수 있는 가장 큰 댄스 플로어 중 하나인 거대한 댄스 플로어로 데이트를 즐기세요.,분위기,0,긍정
116,"나는 이 비밀을 지난 13년 동안 알고 있었고, Emilio(대부)는 계속해서 신들을 위해 음식과 포도주를 치사한 가격으로 제공했습니다.",분위기,4,없음
1160,당신의 인생에서 볼 수 있는 최고의 라틴 여성 중 일부는 Jimmy's에서 어울리고 있습니다.,분위기,0,긍정
1161,"훌륭한 바, 당신이 본 가장 멋진 바텐더(특히 금발 여성).",분위기,4,없음
1162,"좋은 분위기, 가장 핫한 모든 음악의 조합은 금요일을 제외하고 비교적 엄격합니다.",분위기,0,긍정
1163,서비스는 환상적입니다.,분위기,4,없음
1164,거기 음식은 너무 맛있어서 주문하기조차 기다릴 수 없습니다.,분위기,4,없음
1165,하지만 그만한 가치가 있으니 저를 믿으세요.,분위기,4,없음
1166,나는 이 장소에 완전히 매료되어 있습니다. 그것은 우스꽝스럽습니다.,분위기,4,없음
1167,"토요일이나 일요일에 일어나자마자 가장 먼저 떠오르는 것은 만두튀김을 언제, 어떻게 먹을 것인가 하는 것입니다.",분위기,4,없음
1168,나는 혼자 앉을 수 있고 쌀국수 사람들과 공유할 필요가 없는 테이블이 있기를 바라며 지하철을 타는 동안 내내 손가락을 꼬고 있었다.,분위기,4,없음
1169,나는 Scores에서 주말을 보낸 후 당신의 삼촌보다 더 많은 달러 지폐를 여기에 떨어뜨립니다.,분위기,4,없음
1170,더 이상 걸을 수 없을 때까지 평균 세 번 정도 줄을 섭니다.,분위기,4,없음
1171,내 인생에서 NYC에서 $3.00에 맛과 양 모두 만족할 수 있다고 생각한 적이 없습니다.,분위기,4,없음
1173,"$1에 5개의 만두로, 당신은 잘못 갈 수 없습니다.",분위기,4,없음
1174,장소가 조금 더 눈길을 끌 수 있고 더 넓을 수 있지만 동시에 실제로는 중요하지 않습니다.,분위기,3,대립
1175,음식을 준비하고 벤치를 찾은 다음 만두 한 접시로 휴식을 취하십시오.,분위기,4,없음
1176,안 좋은 리뷰를 쓰고 싶을 뻔해서 아무도 안 갔고 만두를 혼자 다 먹을 수 있었어요!,분위기,4,없음
1177,너무너무너무너무 좋아요!,분위기,4,없음
1178,그리고 싸다!,분위기,4,없음
1179,나는 그들이 내 사무실 근처에 하나 있었으면 좋겠다. 나는 매일 갈 것이다.,분위기,4,없음
1180,"가, 가, 어서 모두가 알아채기 전에",분위기,4,없음
1181,장소는 찾기가 어렵지는 않았지만 남자 친구와 내가 음식을 받자 마자 줄이 문에 도달했습니다.,분위기,3,대립
1182,"가격에 비해 음식이 매우 훌륭하고, 내가 가진 대부분의 튀김 만두보다 낫습니다.",분위기,4,없음
1183,수프도 꽤 괜찮습니다.,분위기,4,없음
1184,우리가 4달러를 벌었다는 점을 생각하면 정말 대단한 일입니다.,분위기,4,없음
1185,저렴한 점심이나 저녁을 먹을 수 있는 좋은 곳입니다.,분위기,4,없음
1186,빈 테이블이 생기는 데 5분 남짓밖에 걸리지 않았지만 서 있는 것도 나쁘지 않았다.,분위기,4,없음
1187,100불이면 정말 비싸다.,분위기,4,없음
1188,음식은 훌륭하고 서비스는 괜찮습니다.,분위기,4,없음
1189,그 돈 가치가 없습니다.,분위기,4,없음
119,비밀 뒷방을 확인하십시오.,분위기,0,긍정
1190,서비스를 많이 늘려야 합니다.,분위기,4,없음
1191,요리사와 웨이트리스에 대한 지식은 평균 이하입니다.,분위기,4,없음
1192,"그들은 특별한 스시를 판매하며 모든 것에 토핑, 소스 등이 있습니다.",분위기,4,없음
1193,그렇기 때문에 더 많은 비용을 지불해야 합니다.,분위기,4,없음
1194,나는 여기에 몇 번이고 감동을받지 못했습니다.,분위기,4,없음
1195,스시는 평균이고 가격은 아무것도 아닙니다.,분위기,4,없음
1196,서비스는 끔찍합니다. 내가 마지막으로 거기에 있었을 때 (그리고 마지막으로 말했을 때) 우리는 우리가 떠나야 할 테이블이 필요하다는 말을 들었습니다.,분위기,4,없음
1197,우리가 지체하고 있었다면 그들이 어디에서 왔는지 이해할 수 있었지만 우리는 거기에 한 시간도 채 안되어 있었고 그들은 우리에게 아직 수표조차 가져오지 않았습니다!,분위기,4,없음
1198,물고기는 신선하지만 물고기의 다양성은 평범하지 않습니다.,분위기,4,없음
1199,사용된 소스도 그렇게 자극적이지 않습니다.,분위기,4,없음
120,올드 스쿨은 새로운 세계를 만난다.,분위기,4,없음
1200,"오마카세가 테크닉과 다양성을 뽐낸다면, 거의 40%에 달하는 BBQ 메뉴와 신선하지 않은 김으로 감싼 매운 참치 롤이 다소 밋밋해 보인다.",분위기,4,없음
1203,나는 놀랄 것으로 예상하고 이 식당에 왔지만 지루하고 과충전되었습니다.,분위기,4,없음
1204,아마도 이 음식은 어퍼 이스트 사이드 거주자에게 극단적인 것으로 간주될 수 있지만 실제로 민족 음식을 먹어본 나머지 우리에게는 이것은 단순히 지루합니다.,분위기,4,없음
1205,이것은 뉴욕시 최고의 스시입니다.,분위기,4,없음
1206,장소는 작고 비좁지만 음식은 환상적입니다.,분위기,2,부정
1207,가리의 참치를 가져 오십시오.,분위기,4,없음
1208,동쪽에 있는 것이 서쪽에 있는 것보다 훨씬 낫습니다.,분위기,4,없음
1209,"뛰어난 베이글, 그러나 당신은 당신이 지불하는 것을 얻습니다.",분위기,4,없음
121,영원히 열려 있기를 기도합니다.,분위기,4,없음
1210,이것은 가치 결합이 아닙니다.,분위기,4,없음
1211,그들은 자본 지출을 최소한으로 유지하면서 베이글에 약간의 현금을 투입합니다. 왜냐하면 그들은 도시에서 최고이기 때문입니다.,분위기,4,없음
1212,정말 테이크 아웃 장소입니다. 집에 가져갈 수 있다면 앉지 않을 것입니다.,분위기,4,없음
1213,나는 그 지역에 비교적 새롭고 2일에 Pick bgel을 시도했고 서비스에 실망했고 음식이 과대평가되고 비싼 편이라고 생각했습니다.,분위기,4,없음
1214,이 지역에 계시다면 2nd Ave에서 3블록 떨어진 74번가에 있는 Bagel Shoppe를 이용해 보십시오.,분위기,4,없음
1215,"훌륭한 베이글, 스프레드 및 어울리기 좋은 곳.",분위기,4,없음
1216,출근길에 따끈한 베이글 먹기 좋은 곳.,분위기,4,없음
1217,블록 위의 HH와 달리이 곳은 실제로이 도시에서 유명한 푸짐하고 뜨거운 베이글을 제공합니다.,분위기,4,없음
1218,물론 이런 분위기는 부족하지만 그래도 24시간 베이글집에 기대는?,분위기,2,부정
122,에밀리오 감사합니다.,분위기,4,없음
1226,집에 가져와서 양상추에 추가하면 실제로 2 개의 샐러드를 얻을 수 있습니다!,분위기,4,없음
1227,베이글은 괜찮지만 특별한 요청은 하지 마세요!,분위기,4,없음
1228,나는 오픈 치즈 샌드위치를 ____요청했고 매니저는 기본적으로 내 사업을 다른 곳으로 데려가라고 말했습니다!,분위기,4,없음
123,안녕 아름다운,분위기,4,없음
1231,픽 베이글은 도시에서 최고의 베이글을 가지고 있습니다.,분위기,4,없음
1232,크고 부드럽고 좋은 점심 음식.,분위기,4,없음
1233,그들은 HH를 능가합니다.,분위기,4,없음
1236,문제는 그것이 때때로 일종의 일이라는 것입니다.,분위기,4,없음
1237,"그러나 이봐, Astoria에서 괜찮은 채식주의자를 선택하면 더 좋은 것이 있습니다.",분위기,4,없음
1238,다시 한번 시도해 보세요.,분위기,4,없음
1239,평일 저녁에 주문하는 것을 추천합니다.,분위기,4,없음
124,그곳의 음식은 만족스럽습니다.,분위기,4,없음
1240,분명히 좋은 요리사가 작동합니다.,분위기,4,없음
1242,그러나 코코넛 쌀은 좋았습니다.,분위기,4,없음
1243,"장소는 또한 더 정통하기 위해 1,2,3 칠리 등급을 가져야합니다. . .",분위기,4,없음
1244,Lafayette 161에서 친구들과 술을 마시기 위해 만나던 중 우연히 배고픈 Thai Angel 옆을 걷게 되었습니다.,분위기,4,없음
1245,비가 와서 우리는 왜 안 되는지 알았습니다.,분위기,4,없음
125,가족들과 식사하러 자주 갑니다.,분위기,4,없음
1250,"나는 츄츄커리를, 친구는 팟타이 치킨을 주문했다.",분위기,4,없음
1254,태국 아이스티는 놀랍도록 부드럽고 맛있었습니다!,분위기,4,없음
126,가끔 사람이 많아도 자리는 괜찮습니다.,분위기,3,대립
1268,"내가 주문한 무사만 카레는 물처럼 묽고, 거기에 주문한 두부 튀김 외에는 잘 익지 않은 감자 한 조각을 친절하게 제공했습니다.",분위기,4,없음
1269,여기에서 시간을 낭비하는 대신 음식을 중요시하는 레스토랑을 지원하십시오.,분위기,4,없음
127,국수와 쌀 요리는 맛있습니다.,분위기,4,없음
1270,평범하고 단순한 것은 나쁜 태국 음식입니다.,분위기,4,없음
1271,"레드커리는 약하고 맛도 없고, 팟타이는 뭉쳐있고 덩어리져 있고, 밥은 종종 너무 익고, 해산물은 꽤 비약적이다.",분위기,4,없음
1272,태국 음식에 굶주리고 옆집에서 일하지 않는 한 여기에서 먹지 마십시오.,분위기,4,없음
1273,피자가 너무 맛있고 저렴하다는 사실을 좋아합니다.,분위기,4,없음
1274,"일반 슬라이스는 $1.95, 버섯이 아닌 버섯 슬라이스는 $4.00입니다.",분위기,4,없음
1275,스냅플을 $3.25에 사는 것보다 더 좋은 것은 없습니다.,분위기,4,없음
1276,돈을 버는 가장 좋은 방법은 코스트코에서 스내플 한 상자를 사서 $2.50에 밖에 파는 것입니다.,분위기,4,없음
1277,도둑질이야!,분위기,4,없음
1278,그래도 피자는 좋습니다.,분위기,4,없음
1279,Awsome 피자 특히 마르게리타 슬라이스.,분위기,4,없음
128,"생강과 함께 밥에 오리, 돼지 고기 또는 닭고기를 구우려면 시도해보십시오!",분위기,4,없음
1280,항상 바쁘지만 빠르게 움직입니다.,분위기,3,대립
1281,훌륭한 분위기와 모든 가치가 있습니다.,분위기,0,긍정
1282,늦게까지 열어요,분위기,4,없음
1283,러브피자 33..,분위기,4,없음
1285,나는 이웃에 살고 일반입니다.,분위기,4,없음
1286,매번 그 자리를 꿰뚫는다.,분위기,4,없음
1287,나는 이웃에 살고 내 친구들은 술집 장면뿐만 아니라 새벽 3시에 피자 가게의 약속을 위해 여기에서 나를 만납니다.,분위기,4,없음
1288,주인과 직원은 친절하고 피자는 환상적입니다.,분위기,4,없음
1289,NY 피자 조인트가 있어야 할 모든 것.,분위기,4,없음
129,차이나타운 한복판에 위치하고 있어요!,분위기,4,없음
1290,여기로 이동합니다.,분위기,4,없음
1293,"그들의 calzones는 끔찍하고, 나쁘고, 구토를 유발하는 YUCK입니다.",분위기,4,없음
1294,그들은 시금치 버섯 calzone과 같은 오래된 통조림 야채로 채우는 냄새가납니다.,분위기,4,없음
1295,카운터 서비스가 나쁩니다.,분위기,4,없음
1296,그들은 항상 다른 가격을 부과합니다.,분위기,4,없음
1297,그들은 때때로 무례하고 매우 친절하지 않습니다.,분위기,4,없음
1298,나에게 피자 33은 없다!,분위기,4,없음
1299,저는 인도인이고 NY에서 많은 인도 장소를 시험해 보았습니다.,분위기,4,없음
130,서비스는 괜찮지 만 더 좋을 수 있습니다.,분위기,4,없음
1300,친구가 추천해서 Amma에 갔습니다.,분위기,4,없음
1301,음식은 절대적으로 끔찍했습니다!,분위기,4,없음
1302,그리고 그들의 가격은 매우 높습니다. 그들은 실제로 그러한 끔찍한 음식과 서비스에 대해 그러한 가격을 부과하는 것으로 벗어날 수 있다고 생각합니다!,분위기,4,없음
1303,NY에는 더 나은 가격으로 훨씬 더 좋은 곳이 있습니다.,분위기,4,없음
1304,우리는 실제로 10% 팁(보통 음식과 서비스에도 불구하고 한 번도 하지 않은 팁)을 주었습니다. 왜냐하면 우리는 완전히 배신감을 느꼈기 때문입니다.,분위기,4,없음
1305,"사실, 우리는 장소를 떠나는 동안 두 사람이 메뉴를보고있는 것을 보았고 음식이 끔찍하다고 말할 수 없었습니다.",분위기,4,없음
1306,여기에서 처음으로 12 개월 기념일을 위해 내 GF와 함께했습니다.,분위기,4,없음
1307,그래서 조금 바꾸면 어떨까 하는 생각이 들었습니다.,분위기,4,없음
1309,하지만 여전히 내 데이트는 나빴어,분위기,4,없음
131,Big Wong은 훌륭한 설립을 위해 큰 업을 얻습니다.,분위기,0,긍정
1310,이만 줄이겠습니다.,분위기,4,없음
1311,Amma는 특별한 것이 아닙니다.,분위기,4,없음
1312,두 스타 셰프는 꽤 오래전에 자신들의 공간을 열기 위해 떠났다.,분위기,4,없음
1313,나는 일주일 전에 여기에서 먹었고 대부분의 요리가 평균 이상이고 너무 비싸다는 것을 알았습니다.,분위기,4,없음
1314,돌아 오지 않을 것입니다.,분위기,4,없음
1315,Amma는 지난 2년 동안 내가 NYC에서 경험한 것 중 최악의 가격 대비 가치를 가지고 있습니다.,분위기,4,없음
1316,음식은 괜찮지 만 좋은 동네 식당에서 얻는 것보다 낫지는 않습니다.,분위기,4,없음
1317,그러나 이유가 무엇이든 가격은 두 배 정도 비쌉니다.,분위기,4,없음
1318,장소가 매우 비좁고 일부 손님은 통로에 앉아야하기 때문에 분위기가 될 수 없습니다.,분위기,2,부정
1319,그러나 가장 짜증나는 것은 서버가 수익을 창출하도록 훈련된 것처럼 보인다는 사실입니다.,분위기,4,없음
